,Summary,Custom field (Story Points),Assignee_count,Reporter_count,Creator_count
282,fix threading issues in CSS watcher,8.0,0.4733257661748014,0.9459706959706959,0.5815018315018315
283,"B-F correction breaks non-HSC custom ISR, ci_hsc",0.5,0.8286038592508513,0.9807692307692307,0.9807692307692307
284,make the fits statistics call work with JSON,1.0,0.27809307604994327,0.2490842490842491,0.2490842490842491
285,obs_subaru install with eups distrib fails,1.0,0.7582292849035187,1.0,1.0
286,Make meas_simastrom a stack package,10.0,0.5675368898978433,0.44047619047619047,0.4413919413919414
287,Make ci_hsc buildable by Jenkins,2.0,0.11577752553916004,0.09615384615384616,0.09615384615384616
288,Increase key_buffer_size,0.5,0.0,0.9459706959706959,0.5815018315018315
289,on-going support to Camera team in visualization (Feb. 2016) ,4.0,0.21112372304199772,0.4468864468864469,0.4441391941391941
290,document adding git-lfs repos to CI,0.5,0.5550510783200908,0.4065934065934066,0.4065934065934066
291,Update apr and apr_util,0.5,0.9897843359818388,0.7976190476190477,0.7994505494505495
292,"Switch to the ""czar"" name consistently",4.0,0.5743473325766175,0.9459706959706959,0.5815018315018315
293,Move luaxmlrpc to lsst-dm/legacy-,0.5,0.9897843359818388,0.9459706959706959,0.5815018315018315
294,DM Power Requirements Justification,6.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
295,Jason Feb Tasks,5.5,0.2122587968217934,0.13003663003663005,0.13003663003663005
296,Jason Feb Educational Activities,1.5,0.2122587968217934,0.13003663003663005,0.13003663003663005
297,Avoid merge table (i.e. result_m) creation on czar side,10.0,0.0,0.3543956043956044,0.3543956043956044
298,Provide usable repos in {{validation_data_*}} packages.,3.0,0.11577752553916004,0.8232600732600732,0.8232600732600732
299,IN2P3 cluster worker nodes failed to start due to Innodb error,4.0,0.0,0.3543956043956044,0.3543956043956044
300,Create an easy place to add tests to ci_hsc,1.0,0.3348467650397276,0.20238095238095238,0.20238095238095238
301,"Code review, Feb 2016",1.5,0.49375709421112374,0.43956043956043955,0.43864468864468864
302,"Meetings, Feb 2016",0.5,0.49375709421112374,0.43956043956043955,0.43864468864468864
303,Process a tiny set of raw DECam Stripe 82 data,8.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
304,Continue learning middleware,16.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
305,"LOE, Feb 2016",9.5,0.49375709421112374,0.43956043956043955,0.43864468864468864
306,Please document MemoryTestCase,0.5,0.9125993189557321,1.0,1.0
307,Please use angle and Coord where possible,1.0,0.11577752553916004,0.8232600732600732,0.8232600732600732
308,Fix race condition when creating db (and elsewhere?) in client/qserv_admin_impl.py,10.0,0.5743473325766175,0.9459706959706959,0.5815018315018315
309,"Record CCD, visit of input catalog in `validate_drp`",0.5,0.12485811577752554,0.09615384615384616,0.09615384615384616
310,HSC backport: Support a full background model when detecting cosmic rays,1.0,0.29284903518728717,0.2078754578754579,0.2078754578754579
311,Audit the LSST and HSC codebases for differences,4.0,0.16572077185017026,1.0,1.0
312,Modify System layout to support expanded views,4.0,0.2383654937570942,0.2490842490842491,0.2490842490842491
313,Tests in daf_persistence should skip properly,2.0,0.9897843359818388,0.7976190476190477,0.7994505494505495
314,Mouse Readout: part 1.5 - update flux server call to work in JS,1.0,0.27809307604994327,0.2490842490842491,0.2490842490842491
315,Analyze catalog-comparison CmdLineTasks,6.0,0.2849035187287174,0.26282051282051283,0.2591575091575092
316,Standup Fastly infrastructure for LSST the Docs,2.6,0.9125993189557321,0.6565934065934066,0.6538461538461539
317,Fastly API interactions for LSST the Docs,8.0,0.9125993189557321,0.6565934065934066,0.6538461538461539
318,qserv_admin needs to deal with uncommon names/characters,3.0,0.0,0.9459706959706959,0.5815018315018315
319,New XY  functions to be developed (F16),45.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
320,Manipulating masks is confusing,4.0,0.0,0.20238095238095238,0.20238095238095238
321,Add CSS information for shared scans to integration test data.,1.0,0.19182746878547105,0.09432234432234432,0.09432234432234432
322,lsstsw deploy on OS X fails in miniconda install,0.666667,0.5550510783200908,0.7976190476190477,0.7994505494505495
323,miniconda2 eups package fails to install on OS X,0.5,0.5550510783200908,0.7976190476190477,0.7994505494505495
324,Rework exceptions in qserv client,1.0,0.5743473325766175,0.9459706959706959,0.5815018315018315
325,"update ""newinstall.sh"" nebula images & docker containers - w_2016_08",1.0,0.5550510783200908,0.4065934065934066,0.4065934065934066
326,Hook up help system,8.0,0.15664018161180476,0.2490842490842491,0.2490842490842491
327,Implement Lock plot button on toolbar,6.0,0.0170261066969353,0.2490842490842491,0.2490842490842491
328,Add Xrdssi plugin configuration file,6.0,0.0,0.3543956043956044,0.3543956043956044
329,Set Qserv master in env variable for Docker containers,3.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
330,Add fftools API: Image Viewer plus foundational work,10.0,0.27809307604994327,0.2490842490842491,0.2490842490842491
331,Add fftools API: Table,6.0,0.2383654937570942,0.2490842490842491,0.2490842490842491
332,rethink configuration for client,3.0,0.0,0.9459706959706959,0.5815018315018315
333,Add fftools API: XYPlots and Histgram,8.0,0.21112372304199772,0.2490842490842491,0.2490842490842491
334,"Coverage, Coverage API, ImageMetaData API",8.0,0.27809307604994327,0.2490842490842491,0.2490842490842491
335,Add remote (python) API support ,16.0,0.15664018161180476,0.2490842490842491,0.2490842490842491
336,attend the bi-weekly meeting authentication and authorization discussion,4.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
337,Deploy ltd-keeper as a Docker Container,11.6,0.9125993189557321,0.6565934065934066,0.6538461538461539
338,swift API availability?,1.0,0.17480136208853575,0.4065934065934066,0.4065934065934066
339,Test and robustify shapelet PSF approximations,8.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
340,FITS Visualizer porting: Statistics - part 2 - drawing overlay & 3 color support,8.0,0.15664018161180476,0.023809523809523808,0.023809523809523808
341,Fail early if the compiler does not support -std=c++11,0.1,0.9897843359818388,0.7976190476190477,0.7994505494505495
342,Qserv configuration - detailed design,3.0,0.5743473325766175,0.9459706959706959,0.5815018315018315
343,Remove old partitioner/ loader and duplicator,1.0,0.4177071509648127,0.027472527472527472,0.027472527472527472
344,instance I/O errors,1.0,0.17480136208853575,0.4065934065934066,0.4065934065934066
345,sph-partition does not support BLOB fields,15.0,0.0,0.3543956043956044,0.3543956043956044
346,Remove LOGF macros from log package,1.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
347,Add support for 3 Color,4.0,0.27809307604994327,0.2490842490842491,0.2490842490842491
348,Remove remaining LOGF macros from qserv,1.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
349,replace Associations::CollectRefStars with LoadReferenceObjectsTask,10.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
350,Please do not write garbage to the FITS EQUINOX,0.5,0.7582292849035187,1.0,1.0
351,Evaluate MariaDB GSSAPI Authentication Plugin,2.0,0.0056753688989784334,0.013736263736263736,0.013736263736263736
352,Improve worker configuration files.,10.0,0.19182746878547105,0.09432234432234432,0.09432234432234432
353,Confusing error message (non-existing column referenced),5.0,0.5743473325766175,0.9459706959706959,0.5815018315018315
354,"newinstall.sh downloads to /tmp/conda_packages.txt , causing user conflicts",0.33333,0.5550510783200908,0.09065934065934066,0.09065934065934066
355,Run Qserv multinodes integration tests inside Travis,4.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
356,Add configured requirements parameters.  Pass/Fail test.,4.25,0.11577752553916004,0.09615384615384616,0.09615384615384616
357,gracefully handle misconfigured scons,1.0,0.4733257661748014,0.9459706959706959,0.5815018315018315
358,Add a ci_hsc daily build,5.25,0.5550510783200908,0.09615384615384616,0.09615384615384616
359,implement cycle change in DLP,1.0,0.18047673098751418,0.010073260073260074,0.5815018315018315
360,X16 Object Characterization Bucket,20.0,0.7582292849035187,1.0,1.0
361,Segfault in shapeHSM centroid extractor,2.0,0.16572077185017026,1.0,1.0
362,Implement background gradient fit in pre-sub. images for dipole fit,2.0,0.09194097616345062,0.0695970695970696,0.0695970695970696
363,Implement a way to pass more than one exposure to a SingleFrameMeasurement (DipoleMeasurementTask),10.0,0.09194097616345062,0.0695970695970696,0.0695970695970696
364,Add background gradient fit to new dipole measurement task,2.0,0.09194097616345062,0.0695970695970696,0.0695970695970696
365,lsstsw breakage with spaces in paths,1.0,0.9897843359818388,0.7976190476190477,0.7994505494505495
366,"Base ""bright star"" cut on S/N instead of magnitudes",2.0,0.11577752553916004,0.8232600732600732,0.8232600732600732
367,X16 Butler,49.0,0.337116912599319,0.9459706959706959,0.5815018315018315
368,Modernize python in lsst_build,1.0,0.9897843359818388,0.7976190476190477,0.7994505494505495
369,Turn on bias-jump fix for all CCDs ,0.5,0.49375709421112374,0.43956043956043955,0.43864468864468864
370,Extra line inadvertently left in unit test,0.1,0.7582292849035187,1.0,1.0
371,Prepare narrative description of Level 3 operations from the perspective of the SUIT,10.0,0.2849035187287174,0.26282051282051283,0.2591575091575092
372,Add unicode testing description to DM Dev Guide,0.25,0.9897843359818388,0.7976190476190477,0.7994505494505495
373,make Image construction robust against integer overflow,1.0,0.7582292849035187,0.9807692307692307,0.9807692307692307
374,Provide comparison routines for comparing two repos of the same data,3.0,0.11577752553916004,0.09615384615384616,0.09615384615384616
375,Audit SuprimeCam policy and update to current standards,1.0,0.0,1.0,1.0
376,log package no longer builds on OS X,0.25,0.4733257661748014,0.7976190476190477,0.7994505494505495
377,rename meas_simastrom to jointcal and flatten namespace,1.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
378,Filtering from XY Plot table view (JS),4.0,0.21112372304199772,0.12545787545787546,0.12545787545787546
379,make floating point exception handling cross-platform (or remove it),2.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
380,plan and upgrade the JavaScript third party packages ,4.0,0.2383654937570942,0.4468864468864469,0.4441391941391941
381,replace buildbot with jenkins job(s),3.0,0.5550510783200908,0.4065934065934066,0.4065934065934066
382,Attend JTM,6.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
383,arrays not properly transmitted,1.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
384,Port HSC afw changesets to LSST,4.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
385,"Port HSC skymap, shapelet changesets to LSST",0.5,0.16572077185017026,0.13278388278388278,0.13278388278388278
386,Port HSC meas_algorithms changesets to LSST,4.0,0.3348467650397276,0.13278388278388278,0.13278388278388278
387,Port HSC daf_butlerUtils changesets to LSST,2.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
388,Port HSC meas_extensions_simpleShape package to LSST,3.0,0.3348467650397276,0.13278388278388278,0.13278388278388278
389,Port HSC meas_extensions_multiShapelet changesets to LSST,1.0,0.8286038592508513,0.13278388278388278,0.13278388278388278
390,Port HSC meas_deblender changesets to LSST,1.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
391,Port HSC ip_isr changesets to LSST,1.0,0.3348467650397276,0.13278388278388278,0.13278388278388278
392,Port HSC pipe_tasks changesets to LSST,3.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
393,Port HSC obs_subaru changesets to LSST,5.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
394,Add z-index for dialogs components,2.0,0.27809307604994327,0.2490842490842491,0.2490842490842491
395,Docker-ready configuration system for LTD Keeper,1.0,0.9125993189557321,0.6565934065934066,0.6538461538461539
396,Add queue support,12.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
397,Correctly test both Wcs and TanWcs for EQUINOX output,0.25,0.7582292849035187,1.0,1.0
398,ImageDifferenceTask: Refactor Image DifferenceTask,8.0,0.0,0.43315018315018317,0.43315018315018317
399,Refactor processDiffim,6.0,0.0,0.43315018315018317,0.43315018315018317
400,Rewrite unit tests for new dipole measurement task,8.0,0.09194097616345062,0.0695970695970696,0.0695970695970696
401,Make jointcal buildable under CI,8.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
402,Document simple simulator,8.0,0.40408626560726446,0.44047619047619047,0.4413919413919414
403,Node configuration and bootstrapping - detailed design,6.0,0.0,0.9459706959706959,0.5815018315018315
404,Table column names in new parser,5.0,0.0,0.23809523809523808,0.23626373626373626
405,X16 Design Discussions,64.0,0.5743473325766175,0.9459706959706959,0.5815018315018315
406,Compare LSST and HSC pipelines through through single-frame processing,10.0,0.07491486946651532,1.0,1.0
407,manage jenkins core + plugin versions,5.0,0.5550510783200908,0.4065934065934066,0.4065934065934066
408,Use psfex as the default PSF determiner,4.0,0.5675368898978433,0.8232600732600732,0.8232600732600732
409,Get high volume test script working again at IN2P3 cluster,10.0,0.19182746878547105,0.9459706959706959,0.34798534798534797
410,Test removal of response queuing on czar to see if this provides useful flow control,3.0,0.19182746878547105,0.9459706959706959,0.34798534798534797
411,Qserv returns error table instead of error code,4.0,0.4733257661748014,0.23809523809523808,0.23626373626373626
412,Re-add fake source handling to ProcessCcdTask,7.0,0.3348467650397276,0.8232600732600732,0.8232600732600732
413,Enable automated publication of qserv-dev release,4.0,0.0,0.3543956043956044,0.3543956043956044
414,Additional vertical partitioning tests,5.0,0.032917139614074914,0.9459706959706959,0.34798534798534797
